label,sentence_id,string,npsub0,npsub1,npsub2,npsub3,npsub4,npsub5,npsub6,npsub7,npsub8,npsub9,npsub10,npsub11,npsub12,npsub13,npsub14,npsub15,npdo0,npdo1,npdo2,npdo3,npdo4,npdo5,npdo6,npdo7,npdo8,npdo9,npdo10,npdo11,npdo12,npdo13,npdo14,npdo15,npother0,npother1,npother2,npother3,npother4,npother5,npother6,npother7,npother8,npother9,npother10,npother11,npother12,npother13,npother14,npother15,vp0,vp1,vp2,vp3,vp4,vp5,vp6,vp7,vp8,vp9,vp10,vp11,vp12,vp13,vp14,vp15,vp16,vp17,vp18,vp19,vp20,snw_n,swn_v,swn_a,swn_r,timex
2,18,to_moan,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,moan,none,none,moan,0,0,VB,00983824-V,1,verb.communication,none,moan,0,VB,0,infinitif,active,01045419-V,O,O,O,0.0,0.45312500000000006,0.0,0.0,NO
2,18,and_groan_a_bit,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_bit,0,Y,indef,bite,NN,common,sg,3,14287408-N,14298815-N,14285662-N,14052046-N,00001740-N,10,noun.state,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.625,0.2109375,0.0,0.0,NO
2,18,and_find_fault_with_the_general_condition_of_things_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,fault_with_the_general_condition_of_things,0,Y,none,fault,NN,common,sg,3,00070965-N,00066216-N,00030358-N,00029378-N,00001740-N,6,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,find,none,none,find,0,0,VB,02248465-V,0,verb.possession,none,find,0,VB,0,other,unknown,O,O,O,O,0.7642857142857142,0.065625,0.1741935483870968,0.0,NO
2,18,it_is_a_trifle_irritating,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,positive,trifle,irritate,0,1,JJ,O,0,O,present,be,0,VBZ,0,pres,active,O,O,O,O,0.0,0.1625,0.4451612903225808,0.0,NO
2,18,to_see_Zelphine,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,Zelphine,0,none,none,zelphine,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,see,none,none,see,0,0,VB,02106506-V,1,verb.perception,none,see,0,VB,0,infinitif,active,02129289-V,O,O,O,0.0,0.29166666666666663,0.0,0.0,NO
2,18,sailing_serenely_upon_the_seas_of_high_content__apparently_above_such_trifling_accidents_as_material_comfort_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,such_trifling_accidents_as_material_comfort,1,Y,none,accident,NNS,common,pl,3,07301336-N,07314427-N,07304852-N,07289014-N,00001740-N,8,noun.event,sailing,positive,serenely,sail,0,2,VBG,01835496-V,2,verb.motion,none,sail,0,VBG,0,other,unknown,01846658-V,O,01846916-V,O,0.39285714285714285,0.0,0.3548387096774193,0.20430107526881722,NO
6,19,You__being_a_man_and_consequently_a_philosopher_of_greater_or_less_degree_,You,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,being,none,none,man,0,1,NN,00001740-N,8,noun.person,none,be,0,VBG,0,other,unknown,10287213-N,00004475-N,09624168-N,00007846-N,0.3,0.03333333333333333,0.2645161290322581,0.0,NO
6,19,may_not_be_able_to_understand_this_;,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,this,0,NO-NOUN,none,this,DT,pronoun,unknown,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,understand,none,none,understand,0,0,VB,00588888-V,0,verb.cognition,none,understand,0,VB,0,infinitif,active,O,O,O,O,0.0,0.2109375,0.24193548387096778,0.0,NO
1,19,it_is_just_here,it,0,NO-NOUN,none,it,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,positive,here,be,0,1,VBZ,02604760-V,0,verb.stative,present,be,0,VBZ,0,pres,active,O,O,O,O,0.0,0.2109375,0.0,0.5806451612903227,NO
1,19,that_Zelphine_and_I_might_quarrel_,Zelphine_and_I,0,none,none,zelphine,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,quarrel,none,none,quarrel,0,0,VB,02367363-V,6,verb.communication,none,quarrel,0,VB,0,cond,active,00775156-V,00962447-V,00773432-V,00964694-V,0.0,0.10714285714285714,0.0,0.0,NO
1,19,"but_we_""_generally_most_always_""_do_not_.",generally_most_always,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,do,positive,none,do,0,1,VBP,02560585-V,0,verb.social,present,do,0,VBP,0,pres,active,O,O,O,O,0.0,0.065625,0.0,0.1741935483870968,NO
6,20,Angela_you_have_scarcely_known,Angela,0,none,none,angelum,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,known,positive,girl,know,0,3,VBN,00594621-V,0,verb.cognition,present,know,1,VBN,0,pres_perf,active,O,O,O,O,0.0,0.35625000000000007,0.0,0.4451612903225808,NO
1,20,since_she_was_a_little_girl_,she,0,NO-NOUN,none,she,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,none,girl,0,2,NN,00001740-N,9,noun.person,past,be,0,VBD,0,sim_past,active,10129825-N,00007846-N,10787470-N,09619168-N,0.32653061224489793,0.10714285714285714,0.2903225806451613,0.0,NO
1,20,when_she_was_a_prime_favorite_of_yours_.,she,0,NO-NOUN,none,she,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,when,favorite,0,3,NN,00001740-N,8,noun.cognition,past,be,0,VBD,0,sim_past,active,05790758-N,05770664-N,05790242-N,05788149-N,0.2380952380952381,0.07638888888888888,0.20430107526881722,0.0,NO
1,21,In_the_half-hour_in_which_you_saw_her_,you,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,her,0,NO-NOUN,none,her,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,saw,none,none,see,0,0,VBD,02106506-V,1,verb.perception,past,see,0,VBD,0,sim_past,active,02129289-V,O,O,O,0.0,0.07638888888888888,0.0,0.0,NO
1,21,just_before_we_sailed_,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,sailed,positive,just,sail,0,1,VBD,01835496-V,2,verb.motion,past,sail,0,VBD,0,sim_past,active,01846658-V,O,01846916-V,O,0.0,0.0,0.0,0.4451612903225808,NO
1,21,you_must_have_realized,you,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,realized,none,sail,realize,0,1,VBN,00594621-V,1,verb.cognition,none,realize,1,VBN,0,cond_perf,active,00728617-V,O,O,O,0.0,0.45312500000000006,0.0,0.0,NO
3,21,that_in_appearance_she_had_fulfilled_the_promise_of_her_beautiful_childhood_.,she,0,NO-NOUN,none,she,PRP,pronoun,sg,3,O,O,O,O,O,0,O,the_promise_of_her_beautiful_childhood,0,Y,def,promise,NN,common,sg,3,07226545-N,07160883-N,00030358-N,00029378-N,00001740-N,6,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,fulfilled,none,none,fulfil,0,0,VBN,00126264-V,3,verb.creation,past,fulfil,1,VBN,0,past_perf,active,01640855-V,O,00484166-V,00352826-V,0.3571428571428572,0.11778846153846155,0.11166253101736975,0.0,NO
3,22,She_is_a_spirited_creature__but_with_a_fine_balance_of_common_sense_,She,0,NO-NOUN,none,she,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,none,none,creature,0,2,NN,00001740-N,6,noun.Tops,present,be,0,VBZ,0,pres,active,00015388-N,00003553-N,00004475-N,00004258-N,0.3,0.03333333333333333,0.4451612903225808,0.0,NO
3,22,and_with_her_delicate__spirituelle_beauty_is_astonishingly_practical_-_an_up-to-date_girl__in_fine_.,spirituelle_beauty,0,Y,none,beauty,NN,common,sg,3,04683814-N,04673965-N,04723816-N,00024264-N,00001740-N,5,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,is,positive,astonishingly,practical,0,1,JJ,01834304-A,0,adj.all,present,be,0,VBZ,0,pres,active,O,O,O,O,0.39285714285714285,0.022569444444444444,0.3548387096774193,0.053763440860215055,NO
6,23,Have_you_ever_wondered__among_your_many_ponderings_,you,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.0,0.1625,0.0,0.0,NO
6,23,why_the_girls_of_to-day__with_the_beauty_of_their_great-grandmothers__should_be_utterly_devoid_of_the_sentiment_that_enhanced_the_loveliness_of_those_dear_ladies,the_girls_of_to-day__with_the_beauty_of_their_great-grandmothers_,0,Y,def,girl,NNS,common,pl,3,10129825-N,10787470-N,09619168-N,00007846-N,00001740-N,9,noun.person,the_loveliness_of_those_dear_ladies,0,N,def,loveliness,NNS,common,pl,3,04685396-N,04683814-N,04673965-N,04723816-N,00001740-N,6,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,enhanced,none,none,enhance,0,0,VBD,00109660-V,4,verb.change,past,enhance,0,VBD,0,sim_past,active,00229605-V,00169651-V,00227165-V,00156601-V,0.42602040816326536,0.03794642857142857,0.0,0.0967741935483871,NO
6,23,as_perfume_adds_to_the_charm_of_a_flower_?,perfume,0,Y,none,perfume,NN,common,sg,3,05714466-N,05713737-N,05712076-N,05708432-N,00001740-N,9,noun.cognition,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,adds,none,none,add,0,0,VBZ,00109660-V,3,verb.change,present,add,0,VBZ,0,pres,active,00182406-V,O,00156601-V,00169651-V,0.7642857142857142,0.065625,0.0,0.0,NO
6,24,This_question_I_leave_with_you_for_future_solution_.,This_question,0,Y,demon,question,NN,common,sg,3,07193596-N,07193184-N,07185325-N,07160883-N,00001740-N,8,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,leave,none,none,leave,0,0,VBP,02009433-V,0,verb.motion,present,leave,0,VBP,0,pres,active,O,O,O,O,0.48571428571428577,0.065625,0.1741935483870968,0.0,YES
1,25,Here_in_Genoa_we_meet_the_narrow__precipitous_passages__streets_by_courtesy_,the_narrow__precipitous_passages,0,Y,def,passage,NNS,common,pl,3,00201058-N,00199130-N,00191142-N,00037396-N,00001740-N,8,noun.act,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.3,0.03333333333333333,0.2645161290322581,0.0,NO
1,25,which_interested_us_in_the_Moorish_quarter_of_Algiers_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,us,0,NO-NOUN,none,us,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,interested,none,none,interest,0,0,VBD,01617192-V,2,verb.emotion,past,interest,0,VBD,0,sim_past,active,01821423-V,O,01759326-V,O,0.20714285714285718,0.0,0.1741935483870968,0.0,YES
3,25,dating_back_in_both_cases_to_remote_antiquity_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,remote_antiquity,0,Y,none,antiquity,NN,common,sg,3,15253139-N,15254028-N,15248564-N,15113229-N,00001740-N,7,noun.time,dating,none,none,date,0,1,VBG,02009433-V,2,verb.social,none,date,0,VBG,0,other,unknown,02485844-V,O,01842204-V,O,0.5476190476190476,0.0,0.20430107526881722,0.20430107526881722,NO
4,26,They_are_to_be_found__in_every_old_Italian_town_.,They,0,NO-NOUN,none,they,PRP,pronoun,pl,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,found,none,none,find,0,0,VBN,02248465-V,0,verb.possession,none,find,0,VBN,0,other,unknown,O,O,O,O,0.0,0.2109375,0.12903225806451613,0.0,NO
1,26,we_are_told_,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,told,none,none,tell,0,0,VBN,00940384-V,1,verb.communication,present,tell,1,VBN,0,pres_perf,active,01009240-V,O,O,O,0.0,0.45312500000000006,0.0,0.0,NO
3,27,Many_of_them_answer_to_Hawthorne_'s_description_of_the_streets_of_Perugia_,Hawthorne_'s_description,0,Y,none,description,NN,common,sg,3,06724763-N,06722453-N,06598915-N,00033020-N,00001740-N,5,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,O,O,O,-1,0,O,O,0,O,O,O,-1,O,-1,O,O,O,O,O,O,0.32653061224489793,0.03794642857142857,0.0,0.0,NO
3,27,"which__are_""_like_caverns_",O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,caverns,1,Y,none,cavern,NNS,common,pl,3,09239451-N,09273291-N,13910384-N,13867492-N,00001740-N,7,noun.object,are,none,none,be,0,0,VBP,02604760-V,0,verb.stative,present,be,0,VBP,0,pres,active,O,O,O,O,0.0,0.10714285714285714,0.0,0.0,NO
1,27,he_says_,he,0,NO-NOUN,none,he,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,says,none,none,say,0,0,VBZ,00940384-V,1,verb.communication,present,say,0,VBZ,0,pres,active,01009240-V,O,O,O,0.0,0.29166666666666663,0.0,0.0,NO
3,27,being_arched_all_over,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,arched,none,over,arch,0,1,VBD,00109660-V,3,verb.motion,none,arch,0,VBD,0,other,unknown,02034986-V,O,02035919-V,00140967-V,0.0,0.2109375,0.0,0.0,NO
3,27,and_plunging_down_abruptly_towards_an_unknown_darkness_,an_unknown_darkness,0,N,indef,darkness,NNS,common,pl,3,13983515-N,13983147-N,00024720-N,00024264-N,00001740-N,5,noun.state,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,plunging,positive,abruptly,plunge,0,2,VBG,02016523-V,2,verb.contact,none,plunge,0,VBG,0,other,unknown,01577635-V,O,01227675-V,O,0.2380952380952381,0.07638888888888888,0.20430107526881722,0.0,NO
3,27,"which__admits_you_to_a_daylight_that_you_scarcely_hoped_to_behold_again_._""",you,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,you,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,admits,none,none,admit,0,0,VBZ,00628491-V,3,verb.communication,present,admit,0,VBZ,0,pres,active,00817311-V,O,00822367-V,00670261-V,0.0,0.150390625,0.0,0.07258064516129034,YES
3,27,when_you_have_fathomed_its_depths_,you,0,NO-NOUN,none,you,PRP,pronoun,unknown,2,O,O,O,O,O,0,O,its_depths,0,N,def,depths,NNS,common,pl,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,fathomed,none,when,fathom,0,1,VBN,00588888-V,1,verb.cognition,present,fathom,1,VBN,0,pres_perf,active,00728954-V,O,O,O,0.0,0.10714285714285714,0.0,0.0,NO
3,28,Old_palaces_overshadow_these_narrow__crooked_streets_,Old_palaces,1,Y,none,palace,NNS,common,pl,3,03878066-N,03719053-N,03544360-N,03259505-N,00001740-N,10,noun.artifact,these_narrow__crooked_streets,0,Y,demon,street,NNS,common,pl,3,04334599-N,04426618-N,04096066-N,04564698-N,00001740-N,8,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,overshadow,none,fathom,overshadow,0,1,VBD,02604760-V,3,verb.stative,past,overshadow,0,VBD,0,sim_past,active,02744280-V,O,02744061-V,02734952-V,0.2380952380952381,0.0,0.8064516129032259,0.0,NO
3,28,built_many_stories_high_and_close_together_for_protection_against_enemies_without_and_factional_feuds_at_home_;_such_as_those_between_the_powerful_houses_of_Doria__Spinola__Fieschi__and_the_like_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,many_stories_high_and_close,1,Y,none,story,NNS,common,pl,3,07221094-N,06598915-N,00033020-N,00002137-N,00001740-N,4,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,built,positive,together,build,0,1,VBN,01617192-V,1,verb.creation,none,build,0,VBN,0,other,unknown,01654628-V,O,O,O,0.2380952380952381,0.0,0.2795698924731183,0.0,NO
2,29,The_majority_of_these_buildings_have_fallen_from_their_ancient_glory_,The_majority_of_these_buildings,0,Y,def,majority,NN,common,sg,3,05122557-N,05121418-N,05107765-N,05090441-N,00001740-N,7,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,fallen,none,none,fall,0,0,VBN,01835496-V,1,verb.motion,present,fall,1,VBN,0,pres_perf,active,01972298-V,O,O,O,0.39285714285714285,0.13020833333333334,0.12903225806451613,0.0,NO
2,29,and_look__like_tenement_houses_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,tenement_houses,1,Y,none,house,NNS,common,pl,3,03544360-N,03259505-N,03546340-N,04341686-N,00001740-N,8,noun.artifact,look,none,none,look,0,0,VB,02130524-V,0,verb.perception,none,look,0,VB,0,other,unknown,O,O,O,O,0.32653061224489793,0.10714285714285714,0.0,0.0,NO
1,29,as_Angela_says_,Angela,0,none,none,angelum,NNP,proper,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,says,none,none,say,0,0,VBZ,00940384-V,1,verb.communication,present,say,0,VBZ,0,pres,active,01009240-V,O,O,O,0.0,0.2109375,0.0,0.0,NO
2,30,This_plebeian_association_is_carried_out_by_the_squalid_appearance_of_the_inhabitants_,This_plebeian_association,0,Y,demon,association,NN,common,sg,3,08049401-N,08008335-N,07950920-N,00031264-N,00001740-N,5,noun.group,the_squalid_appearance_of_the_inhabitants,0,Y,def,appearance,NN,common,sg,3,04673965-N,04723816-N,00024264-N,00002137-N,00001740-N,4,noun.attribute,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,carried,none,say,carry,0,2,VBN,01850315-V,1,verb.contact,present,carry,1,VBN,0,pres_perf,active,01449974-V,O,O,O,0.12755102040816327,0.10714285714285714,0.0967741935483871,0.0,NO
3,30,and_by_the_clothes-lines_stretched_across_the_streets_from_window_to_window__on_which_are_hung_garments_of_every_size__degree__color__and_ingenuity_of_patch__the_predominant_red_and_white_lending_a_certain_picturesqueness_to_the_motley_array_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,garments_of_every_size__degree__color__and_ingenuity_of_patch__the_predominant_red_and_white_lending,1,Y,none,garment,NNS,common,pl,3,03419014-N,03051540-N,03122748-N,00021939-N,00001740-N,7,noun.artifact,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,stretched,none,none,stretch,0,0,VBN,02655135-V,1,verb.stative,none,stretch,0,VBN,0,other,unknown,02607830-V,O,O,O,0.42380952380952386,0.03333333333333333,0.14408602150537636,0.0,NO
1,31,Turning_a_corner_,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,a_corner,0,Y,indef,corner,NN,common,sg,3,08544419-N,08497294-N,08630985-N,00027167-N,00001740-N,6,noun.location,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,Turning,none,none,turn,0,0,VBG,01831531-V,1,verb.motion,none,turn,0,VBG,0,other,unknown,01907258-V,O,O,O,0.625,0.2109375,0.0,0.0,NO
1,31,we_suddenly_found_ourselves_in_the_midst_of_a_quarrel__or_a_violent_altercation_at_the_best__between_a_pretty_signora_at_a_fourth-floor_window_and_a_vendor_of_fruits_and_vegetables_on_the_sidewalk_below_.,we,0,NO-NOUN,none,we,PRP,pronoun,pl,1,O,O,O,O,O,0,O,ourselves,0,NO-NOUN,none,ourselve,PRP,pronoun,unknown,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,found,positive,suddenly,find,0,1,VBD,02248465-V,0,verb.possession,past,find,0,VBD,0,sim_past,active,O,O,O,O,0.0,0.01842948717948718,0.04218362282878412,-0.02729528535980149,NO
2,32,The_language_which_the_lady_used_,The_language,0,Y,def,language,NN,common,sg,3,06282651-N,00033020-N,00002137-N,O,00001740-N,3,noun.communication,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,used,none,none,use,0,0,VBD,01158872-V,0,verb.consumption,past,use,0,VBD,0,sim_past,active,O,O,O,O,0.32653061224489793,0.10714285714285714,0.0,0.0,NO
1,32,as_she_leaned_far_out_of_the_window_,she,0,NO-NOUN,none,she,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,leaned,positive,far,lean,0,1,VBD,00109660-V,3,verb.motion,past,lean,0,VBD,0,sim_past,active,02038357-V,O,02035919-V,00140967-V,0.0,0.07638888888888888,0.0,0.20430107526881722,NO
2,32,was_so_vigorous_that_no_interpreter_was_needed,no_interpreter,0,Y,none,interpreter,NN,common,sg,3,10212501-N,09624559-N,10351874-N,09610660-N,00001740-N,10,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,needed,none,none,need,0,0,VBN,02627934-V,0,verb.stative,past,need,1,VBN,0,past_perf,active,O,O,O,O,0.0,0.33203125000000006,0.24193548387096778,0.0,NO
2,32,to_make_her_meaning_plain_:,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,her_meaning_plain,0,Y,def,plain,NN,common,sg,3,09393605-N,09334396-N,00002684-N,00001930-N,00001740-N,4,noun.object,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,make,none,none,make,0,0,VB,02560585-V,0,verb.social,none,make,0,VB,0,infinitif,active,O,O,O,O,0.0,0.13020833333333334,0.0,0.0,NO
2,32,the_merchant_was_a_charlatan_and_a_villain_;,the_merchant,0,Y,def,merchant,NN,common,sg,3,10309896-N,09882716-N,09609232-N,00007846-N,00001740-N,9,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,was,none,none,charlatan,0,1,NN,00001740-N,10,noun.person,past,be,0,VBD,0,sim_past,active,10334782-N,09831962-N,09998101-N,09633969-N,0.5476190476190476,0.07638888888888888,0.0,0.0,NO
2,32,the_saints_were_all_called_upon_as_witnesses_to_his_depravity_.,the_saints,0,Y,def,saint,NNS,common,pl,3,10547145-N,09505418-N,09504135-N,05941423-N,00001740-N,8,noun.person,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,called,positive,all,call,0,2,VBN,01030132-V,2,verb.communication,past,call,1,VBN,0,past_perf,active,01028748-V,O,01029852-V,O,0.625,0.13020833333333334,0.0,0.0,NO
1,33,He__the_so-called_vendor_of_over-ripe_fruit__pointed_to_his_wares_,He__the_so-called_vendor_of_over-ripe_fruit_,0,NO-NOUN,none,he,PRP,pronoun,sg,3,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,pointed,none,none,point,0,0,VBD,02367363-V,4,verb.communication,past,point,0,VBD,0,sim_past,active,00923793-V,02376958-V,00831651-V,00740577-V,0.0,0.03794642857142857,0.0967741935483871,0.0,NO
1,33,beating_his_breast,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,his_breast,0,Y,def,breast,NN,common,sg,3,05553288-N,05225090-N,05220461-N,09385911-N,00001740-N,6,noun.body,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,beating,none,none,beat,0,0,VBG,01108148-V,1,verb.competition,none,beat,0,VBG,0,other,unknown,01101913-V,O,O,O,0.0,0.29166666666666663,0.0,0.0,NO
1,33,and_spreading_out_his_hands_in_token_of_his_spotless_innocence_.,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,his_hands,0,Y,def,hand,NNS,common,pl,3,05564590-N,05566919-N,05225090-N,05220461-N,00001740-N,7,noun.body,O,-1,O,O,O,O,O,O,0,O,O,O,O,O,0,O,spreading,none,none,spread,0,1,VBG,01378556-V,0,verb.contact,none,spread,0,VBG,0,other,unknown,O,O,O,O,0.39285714285714285,0.0,0.12903225806451613,0.0,NO
